id,name,host_since,host_location,host_is_superhost,host_identity_verified,property_type,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
39143794,Loft in Amsterdam,2016-12-21,"Amsterdam, Netherlands",f,t,Entire loft,180.0,5.0,4.88,5.0,5.0,5.0,4.75,4.88
39167109,Rental unit in Amsterdam,2019-10-06,"Amsterdam, Netherlands",f,t,Entire rental unit,233.0,4.97,4.97,4.93,4.98,5.0,4.79,4.88
39168555,Bed and breakfast in 1054 ZV,2019-10-06,"Amsterdam, Netherlands",t,t,Private room in bed and breakfast,150.0,4.78,4.77,4.82,4.84,4.87,4.8,4.68
39173597,Rental unit in Amsterdam,2019-10-06,"Amsterdam, Netherlands",f,t,Entire rental unit,225.0,4.69,4.75,4.56,4.75,4.81,4.94,4.69
39194258,Rental unit in Amsterdam,2019-10-07,"Amsterdam, Netherlands",f,t,Entire rental unit,357.0,4.65,4.54,4.77,4.92,4.96,4.58,4.31
39215287,Bed and breakfast in Amsterdam,2015-02-09,"Amsterdam, Netherlands",f,t,Room in bed and breakfast,179.0,4.77,4.87,4.79,4.87,4.91,4.82,4.6
39267402,Rental unit in Amsterdam,2013-09-15,"Amsterdam, Netherlands",t,t,Entire rental unit,227.0,4.54,4.77,4.54,4.69,4.69,4.38,4.62
39275166,Rental unit in Amsterdam,2017-03-11,"Amsterdam, Netherlands",f,t,Entire rental unit,250.0,,,,,,,
39308833,Rental unit in Amsterdam,2016-10-21,"Amsterdam, Netherlands",f,t,Private room in rental unit,96.0,4.84,4.68,4.68,4.88,5.0,4.64,4.48
39328397,Rental unit in Amsterdam,2014-06-05,"Amsterdam, Netherlands",f,t,Entire rental unit,90.0,4.83,5.0,4.83,5.0,5.0,4.67,4.67
39333792,Loft in Amsterdam,2013-04-17,"Amsterdam, Netherlands",f,t,Entire loft,500.0,5.0,4.86,4.79,5.0,4.93,4.86,4.86
39361288,Home in Amsterdam,2015-06-29,"Amsterdam, Netherlands",t,t,Private room in home,327.0,4.82,4.83,4.87,4.94,4.91,4.96,4.65
39401306,Rental unit in Amsterdam,2016-02-01,"Amsterdam, Netherlands",f,t,Private room in rental unit,118.0,4.69,4.72,4.75,4.76,4.66,4.75,4.51
39431135,Home in Amsterdam,2012-10-16,"Amsterdam, Netherlands",f,t,Entire home,7900.0,4.89,4.94,4.72,4.94,5.0,4.94,4.56
39457429,Home in Amsterdam,2014-01-11,"Amsterdam, Netherlands",f,t,Entire home,300.0,5.0,5.0,4.5,5.0,5.0,4.75,4.75
39472215,Rental unit in Amsterdam,2014-06-17,"Amsterdam, Netherlands",f,t,Entire rental unit,150.0,4.5,4.83,4.33,4.83,4.83,4.67,4.5
39497428,Loft in Amsterdam,2016-07-07,"Amsterdam, Netherlands",t,t,Entire loft,321.0,5.0,4.89,4.89,4.78,5.0,4.89,4.56
39521045,Home in Amsterdam,2013-05-07,"Amsterdam, Netherlands",f,t,Private room in home,89.0,4.94,4.9,4.93,4.97,4.98,4.71,4.83
39529278,Boutique hotel in Amsterdam,2019-10-21,"Amsterdam, Netherlands",f,t,Room in boutique hotel,362.0,4.5,5.0,5.0,4.5,4.7,5.0,4.3
39529472,Boutique hotel in Amsterdam,2019-10-21,"Amsterdam, Netherlands",f,t,Room in boutique hotel,425.0,,,,,,,
39543731,Condo in Amsterdam,2018-07-29,"Amsterdam, Netherlands",t,t,Private room in condo,93.0,4.82,4.85,4.84,4.84,4.94,4.68,4.81
39607386,Guest suite in Amsterdam,2013-09-20,"Amsterdam, Netherlands",f,t,Entire guest suite,170.0,4.77,4.77,4.64,4.95,4.82,4.91,4.5
39607939,Rental unit in Amsterdam,2013-04-16,"Amsterdam, Netherlands",f,t,Entire rental unit,250.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
39630683,Home in Amsterdam,2013-07-31,"Amsterdam, Netherlands",f,t,Entire home,131.0,4.84,4.84,4.79,5.0,5.0,4.63,4.79
39631953,Home in Amsterdam,2017-01-16,"Amsterdam, Netherlands",f,t,Entire home,104.0,5.0,5.0,4.75,5.0,5.0,4.75,4.75
39642322,Rental unit in Amsterdam,2018-04-21,"Amsterdam, Netherlands",f,t,Private room in rental unit,55.0,4.82,4.71,4.55,4.76,4.76,4.61,4.71
39645315,Rental unit in Amsterdam,2019-10-26,"Amsterdam, Netherlands",f,t,Private room in rental unit,189.0,4.86,4.86,5.0,5.0,5.0,4.86,4.57
39660257,Condo in Amsterdam,2015-02-05,"Amsterdam, Netherlands",f,t,Entire condo,180.0,5.0,5.0,5.0,5.0,5.0,4.8,4.8
39660645,Townhouse in Amsterdam,2013-07-10,"Amsterdam, Netherlands",f,t,Entire townhouse,210.0,4.9,4.8,4.8,4.7,4.8,4.7,4.7
39710965,Home in Amsterdam,2017-10-13,"Amsterdam, Netherlands",f,t,Private room in home,61.0,4.9,4.97,4.74,4.95,4.95,4.92,4.82
39711987,Rental unit in Amsterdam,2012-06-03,"Amsterdam, Netherlands",f,t,Entire rental unit,223.0,4.91,5.0,4.91,4.55,5.0,4.91,4.64
39725240,Boat in Amsterdam,2012-12-12,"Amsterdam, Netherlands",t,t,Boat,1115.0,4.92,4.79,4.76,4.9,4.92,4.9,4.68
39737928,Rental unit in Amsterdam,2013-10-23,"Amsterdam, Netherlands",f,t,Entire rental unit,171.0,5.0,5.0,4.94,5.0,5.0,4.69,4.88
39748023,Rental unit in Amsterdam,2016-08-19,"Amsterdam, Netherlands",f,t,Entire rental unit,189.0,4.9,5.0,4.8,5.0,4.9,5.0,4.9
39795182,Rental unit in Amsterdam,2014-10-22,"Amsterdam, Netherlands",f,t,Entire rental unit,264.0,4.86,5.0,4.71,4.43,5.0,4.86,4.86
39809327,Condo in Amsterdam,2014-03-01,"Amsterdam, Netherlands",f,t,Private room in condo,120.0,5.0,4.89,5.0,5.0,5.0,5.0,4.67
39829227,Guest suite in Amsterdam,2019-11-03,"Amsterdam, Netherlands",f,t,Private room in guest suite,140.0,5.0,5.0,5.0,5.0,5.0,4.88,4.88
39829995,Rental unit in Amsterdam,2019-11-03,"Amsterdam, Netherlands",t,t,Entire rental unit,250.0,4.92,4.83,4.83,4.92,5.0,4.83,4.58
39830817,Rental unit in Amsterdam,2014-01-03,"Amsterdam, Netherlands",f,t,Entire rental unit,159.0,4.46,4.77,3.85,4.54,4.77,4.69,4.31
39837244,Rental unit in Amsterdam,2014-01-08,"Amsterdam, Netherlands",f,t,Entire rental unit,84.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
39837835,Rental unit in Amsterdam,2012-05-23,"Amsterdam, Netherlands",f,t,Entire rental unit,210.0,5.0,5.0,4.93,4.86,5.0,4.79,4.5
39855917,Home in Amsterdam,2019-11-04,"Amsterdam, Netherlands",t,t,Entire home,136.0,4.97,4.95,5.0,4.98,5.0,4.77,4.83
39891194,Rental unit in Amsterdam,2018-10-06,"Amsterdam, Netherlands",f,t,Entire rental unit,169.0,4.89,5.0,4.89,5.0,5.0,4.89,4.78
39894293,Rental unit in Amsterdam,2011-06-16,"Amsterdam, Netherlands",f,t,Entire rental unit,250.0,4.44,4.75,4.38,4.56,4.69,4.56,4.38
39896329,Rental unit in Amsterdam,2018-04-21,"Amsterdam, Netherlands",t,t,Entire rental unit,309.0,4.85,4.81,4.56,4.94,4.95,4.95,4.58
39896478,Rental unit in Amsterdam,2015-07-21,"Amsterdam, Netherlands",f,t,Entire rental unit,150.0,4.86,5.0,4.57,4.86,5.0,4.86,4.57
39914987,Houseboat in Amsterdam,2015-06-04,"Amsterdam, Netherlands",f,t,Houseboat,273.0,4.86,5.0,5.0,5.0,5.0,4.86,4.86
39918326,Townhouse in Amsterdam,2019-11-06,"Amsterdam, Netherlands",t,t,Private room in townhouse,90.0,5.0,5.0,4.99,4.99,5.0,4.99,4.97
39921293,Townhouse in Amsterdam,2013-07-11,"Amsterdam, Netherlands",f,t,Entire townhouse,169.0,4.25,4.25,3.75,5.0,4.25,5.0,4.0
39933052,Rental unit in Amsterdam,2015-06-22,"Amsterdam, Netherlands",f,t,Entire rental unit,250.0,5.0,5.0,5.0,5.0,5.0,4.85,4.85
39934996,Rental unit in Amsterdam,2016-02-22,"Amsterdam, Netherlands",,t,Entire rental unit,190.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75
39969190,Rental unit in Amsterdam,2015-06-17,"Amsterdam, Netherlands",f,t,Entire rental unit,120.0,4.78,5.0,4.67,5.0,4.89,4.78,4.44
39983652,Rental unit in Amsterdam,2017-11-07,"Amsterdam, Netherlands",f,t,Entire rental unit,196.0,5.0,5.0,4.95,4.9,5.0,5.0,4.75
39984297,Rental unit in Amsterdam,2019-11-09,"Amsterdam, Netherlands",f,t,Entire rental unit,425.0,5.0,5.0,5.0,5.0,5.0,4.8,4.8
39998311,Rental unit in Amsterdam,2015-12-20,"Amsterdam, Netherlands",f,t,Entire rental unit,170.0,4.95,4.95,5.0,4.89,5.0,4.79,4.68
40002616,Rental unit in Amsterdam,2019-11-08,"Amsterdam, Netherlands",f,f,Entire rental unit,140.0,4.5,5.0,5.0,5.0,5.0,4.5,4.5
40059726,Rental unit in Amsterdam,2015-09-19,"Amsterdam, Netherlands",f,t,Entire rental unit,120.0,4.0,4.0,3.5,4.83,4.83,4.33,3.83
40071018,Condo in Amsterdam,2014-01-22,"Amsterdam, Netherlands",f,t,Entire condo,260.0,4.75,4.75,4.25,5.0,5.0,5.0,4.75
40103243,Townhouse in Amsterdam,2014-06-04,"Amsterdam, Netherlands",t,t,Private room in townhouse,141.0,4.97,4.96,4.92,4.96,4.97,4.96,4.86
40128680,Home in Amsterdam,2014-09-10,"Amsterdam, Netherlands",f,t,Entire home,471.0,4.72,4.72,4.28,4.89,5.0,4.94,4.61
40136952,Home in Amsterdam,2021-09-10,"Amsterdam, Netherlands",f,t,Entire home,714.0,5.0,5.0,5.0,5.0,5.0,5.0,4.89
40146465,Rental unit in Amsterdam,2013-07-25,"Amsterdam, Netherlands",f,t,Entire rental unit,350.0,4.82,4.91,4.73,5.0,5.0,4.82,4.82
40171341,Rental unit in Amsterdam,2015-07-14,"Amsterdam, Netherlands",f,t,Entire rental unit,314.0,4.92,4.77,4.77,4.85,5.0,4.92,4.77
40173191,Rental unit in Amsterdam,2017-08-15,"Amsterdam, Netherlands",f,t,Entire rental unit,180.0,5.0,5.0,5.0,4.67,4.83,4.5,4.17
40191258,Bed and breakfast in Amsterdam,2015-07-28,"Amsterdam, Netherlands",t,t,Private room in bed and breakfast,187.0,4.86,4.87,4.91,4.91,4.94,4.85,4.64
40225175,Home in Amsterdam,2019-11-07,"Amsterdam, Netherlands",f,t,Private room in home,106.0,4.75,4.7,4.46,4.78,4.91,4.97,4.62
40231867,Place to stay in Amsterdam,2019-11-19,"Amsterdam, Netherlands",f,t,Private room,185.0,4.94,4.95,4.97,4.94,4.84,4.97,4.86
40245488,Houseboat in Amsterdam,2014-11-11,"Amsterdam, Netherlands",t,t,Private room in houseboat,180.0,4.76,4.67,4.79,4.97,4.95,4.67,4.47
40247038,Rental unit in Amsterdam,2015-12-01,"Amsterdam, Netherlands",f,t,Private room in rental unit,80.0,5.0,5.0,4.5,5.0,5.0,4.5,4.5
40248757,Home in Amsterdam,2016-10-27,"Amsterdam, Netherlands",,t,Entire home,340.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
40249718,Rental unit in Amsterdam,2019-11-20,"Amsterdam, Netherlands",f,f,Entire rental unit,360.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
40253380,Rental unit in Amsterdam,2011-10-27,"Amsterdam, Netherlands",f,t,Entire rental unit,120.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
40273013,Rental unit in Amsterdam,2016-10-11,"Amsterdam, Netherlands",f,t,Entire rental unit,299.0,4.73,4.64,4.5,4.82,4.91,4.82,4.45
40296030,Rental unit in Amsterdam,2014-05-14,"Amsterdam, Netherlands",t,t,Private room in rental unit,180.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
40335482,Houseboat in Amsterdam,2011-07-12,"Amsterdam, Netherlands",t,t,Private room in houseboat,397.0,4.97,4.96,5.0,4.99,4.97,5.0,4.83
40343025,Condo in Amsterdam,2014-04-20,"Amsterdam, Netherlands",t,t,Entire condo,191.0,4.8,4.69,4.89,4.86,4.83,4.71,4.69
40344128,Rental unit in Amsterdam,2016-01-01,"Amsterdam, Netherlands",f,t,Private room in rental unit,105.0,4.68,4.65,4.67,4.8,4.77,4.72,4.42
40363985,Loft in Amsterdam,2019-11-25,"Amsterdam, Netherlands",t,t,Private room in loft,131.0,4.98,4.97,5.0,5.0,5.0,5.0,4.98
40367212,Rental unit in Amsterdam,2019-11-25,"Amsterdam, Netherlands",f,f,Entire rental unit,366.0,5.0,4.67,4.0,4.67,4.67,5.0,4.0
40368512,Rental unit in Amsterdam,2019-11-25,"Amsterdam, Netherlands",f,f,Entire rental unit,390.0,4.72,4.76,4.76,4.96,4.72,4.88,4.68
40381500,Rental unit in Amsterdam,2015-02-23,"Amsterdam, Netherlands",f,t,Entire rental unit,121.0,5.0,5.0,4.67,5.0,5.0,4.67,4.67
40395562,Guest suite in Amsterdam,2016-12-13,"Amsterdam, Netherlands",f,t,Private room in guest suite,309.0,4.77,4.75,4.77,4.9,4.92,4.83,4.5
40417258,Rental unit in Amsterdam,2014-03-22,"Amsterdam, Netherlands",t,t,Private room in rental unit,124.0,4.78,4.74,4.49,4.84,4.83,4.7,4.64
40424114,Bed and breakfast in Amsterdam,2015-07-20,"Amsterdam, Netherlands",t,t,Private room in bed and breakfast,140.0,4.94,4.88,4.94,5.0,5.0,4.65,4.71
40427718,Boutique hotel in Amsterdam,2019-11-27,"Amsterdam, Netherlands",f,t,Room in boutique hotel,299.0,4.8,4.73,4.66,4.81,4.84,4.95,4.44
40428175,Boutique hotel in Amsterdam,2019-11-27,"Amsterdam, Netherlands",f,t,Room in boutique hotel,264.0,4.78,4.85,4.93,4.85,4.85,4.98,4.54
40468513,Condo in Amsterdam,2016-07-01,"Amsterdam, Netherlands",f,t,Entire condo,664.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
40484145,Rental unit in Amsterdam,2015-06-08,"Amsterdam, Netherlands",f,t,Entire rental unit,220.0,4.89,5.0,5.0,5.0,5.0,4.67,4.89
40486425,Rental unit in Amsterdam,2019-11-30,"Amsterdam, Netherlands",f,t,Entire rental unit,390.0,4.69,4.54,4.54,4.85,4.92,4.77,4.23
40503990,Condo in Amsterdam,2013-06-14,"Amsterdam, Netherlands",f,t,Entire condo,295.0,,,,,,,
40503997,Rental unit in Amsterdam,2017-02-18,"Amsterdam, Netherlands",f,f,Entire rental unit,200.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5
40543045,Home in Amsterdam,2019-12-03,"Amsterdam, Netherlands",t,t,Private room in home,135.0,4.9,4.95,4.95,4.98,4.95,4.86,4.74
40547032,Home in Amsterdam,2015-11-06,"Amsterdam, Netherlands",f,t,Entire home,201.0,4.95,4.89,4.84,4.89,4.95,4.79,4.79
40553422,Home in Amsterdam,2017-06-07,"Amsterdam, Netherlands",f,t,Entire home,185.0,5.0,5.0,5.0,5.0,5.0,5.0,4.83
40563928,Rental unit in Amsterdam,2019-12-03,"Amsterdam, Netherlands",f,t,Entire rental unit,650.0,4.93,4.96,4.96,5.0,5.0,4.82,4.64
40572114,Rental unit in Amsterdam,2019-11-17,"Amsterdam, Netherlands",f,t,Entire rental unit,120.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
40573531,Home in Amsterdam,2012-11-22,"Amsterdam, Netherlands",f,t,Entire home,350.0,5.0,4.67,4.67,5.0,5.0,5.0,4.67
40614744,Rental unit in Amsterdam,2016-08-22,"Amsterdam, Netherlands",f,t,Entire rental unit,180.0,4.7,4.55,4.5,4.85,4.6,4.6,4.5
40626325,Rental unit in Amsterdam,2019-11-25,"Amsterdam, Netherlands",f,f,Entire rental unit,450.0,4.73,4.7,4.64,4.73,4.76,4.91,4.55
40629039,Home in Amsterdam,2014-05-05,"Amsterdam, Netherlands",f,t,Entire home,250.0,4.6,4.8,4.0,4.8,4.8,4.4,4.4
40630889,Home in Amsterdam,2015-01-18,"Amsterdam, Netherlands",f,t,Entire home,299.0,5.0,5.0,5.0,5.0,5.0,4.0,4.33
40635712,Condo in Amsterdam,2016-09-23,"Amsterdam, Netherlands",f,t,Entire condo,290.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
40646054,Rental unit in Amsterdam,2015-05-11,"Amsterdam, Netherlands",f,t,Entire rental unit,659.0,4.95,4.9,4.71,4.86,4.9,4.76,4.62
40651985,Home in Amsterdam,2012-11-13,"Amsterdam, Netherlands",f,t,Entire home,100.0,4.0,4.0,4.0,3.5,1.5,4.5,4.5
40674089,Rental unit in Amsterdam,2016-08-17,"Amsterdam, Netherlands",f,t,Entire rental unit,90.0,4.5,4.5,4.0,4.5,5.0,5.0,3.5
40685816,Home in Amsterdam,2019-12-03,"Amsterdam, Netherlands",t,t,Private room in home,128.0,4.93,4.9,4.94,4.98,5.0,4.7,4.75
40700663,Rental unit in Amsterdam,2016-02-29,"Amsterdam, Netherlands",f,t,Entire rental unit,250.0,5.0,4.8,5.0,5.0,5.0,5.0,4.8
40701237,Rental unit in Amsterdam,2015-01-27,"Amsterdam, Netherlands",f,t,Entire rental unit,125.0,4.83,4.92,4.83,5.0,5.0,4.67,4.75
40712116,Rental unit in Amsterdam,2013-03-01,"Amsterdam, Netherlands",f,t,Entire rental unit,250.0,5.0,4.88,5.0,4.88,5.0,4.88,4.88
40726608,Rental unit in Amsterdam,2019-12-10,"Amsterdam, Netherlands",f,f,Private room in rental unit,96.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
40728654,Home in Amsterdam,2016-08-18,"Amsterdam, Netherlands",f,t,Private room in home,60.0,4.93,4.57,4.71,4.93,4.86,4.5,4.71
40745821,Rental unit in Amsterdam,2014-07-12,"Amsterdam, Netherlands",f,t,Entire rental unit,200.0,5.0,4.92,5.0,5.0,4.96,5.0,4.71
40796802,Condo in Amsterdam,2013-09-11,"Amsterdam, Netherlands",f,t,Entire condo,290.0,4.67,5.0,5.0,5.0,5.0,4.0,4.67
40815112,Guest suite in Amsterdam,2011-07-23,"Amsterdam, Netherlands",t,t,Private room in guest suite,151.0,4.8,4.84,4.75,4.92,4.91,4.87,4.59
40815993,Rental unit in Amsterdam,2019-12-14,"Amsterdam, Netherlands",f,t,Entire rental unit,100.0,5.0,5.0,4.57,5.0,5.0,5.0,4.57
40822137,Rental unit in Amsterdam,2012-04-23,"Amsterdam, Netherlands",t,t,Entire rental unit,164.0,5.0,5.0,5.0,5.0,5.0,4.88,5.0
40832633,Rental unit in Amsterdam,2011-12-09,"Amsterdam, Netherlands",f,t,Entire rental unit,100.0,4.67,5.0,4.0,5.0,5.0,5.0,4.67
40832877,Townhouse in Amsterdam,2014-08-16,"Amsterdam, Netherlands",f,t,Entire townhouse,200.0,5.0,4.89,4.89,5.0,5.0,4.89,4.78
40833312,Boat in Amsterdam,2015-05-14,"Amsterdam, Netherlands",f,t,Private room in boat,135.0,4.75,4.79,4.49,4.93,4.81,4.86,4.56
40849109,Rental unit in Amsterdam,2011-05-22,"Amsterdam, Netherlands",t,t,Entire rental unit,185.0,4.81,4.86,4.76,4.71,4.86,4.95,4.76
40867322,Condo in Amsterdam,2018-05-28,"Amsterdam, Netherlands",f,f,Entire condo,250.0,5.0,5.0,4.88,5.0,5.0,5.0,5.0
40868132,Condo in Amsterdam,2012-05-02,"Amsterdam, Netherlands",f,t,Entire condo,175.0,4.8,5.0,4.2,5.0,5.0,4.6,4.8
40906962,Rental unit in Amsterdam,2019-09-03,"Amsterdam, Netherlands",f,t,Entire rental unit,249.0,5.0,5.0,4.75,4.75,5.0,4.5,5.0
40911152,Bed and breakfast in Amsterdam,2014-08-19,"Amsterdam, Netherlands",f,t,Private room in bed and breakfast,85.0,,,,,,,
40918897,Home in Amsterdam,2013-01-30,"Amsterdam, Netherlands",f,t,Entire home,135.0,5.0,5.0,4.67,5.0,5.0,5.0,4.83
40935962,Rental unit in Amsterdam,2014-02-24,"Amsterdam, Netherlands",f,t,Entire rental unit,240.0,5.0,5.0,4.57,5.0,5.0,4.86,5.0
40960069,Bed and breakfast in Amsterdam,2019-12-20,"Amsterdam, Netherlands",t,t,Private room in bed and breakfast,150.0,4.97,4.88,5.0,5.0,5.0,4.75,4.75
40985735,Rental unit in Amsterdam,2012-01-02,"Amsterdam, Netherlands",f,t,Entire rental unit,159.0,4.82,4.76,4.59,4.94,4.88,4.82,4.65
40995518,Rental unit in Amsterdam,2015-07-27,"Amsterdam, Netherlands",f,t,Entire rental unit,135.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
41003140,Rental unit in Amsterdam,2012-06-15,"Amsterdam, Netherlands",f,t,Private room in rental unit,106.0,4.74,4.8,4.74,4.86,4.86,4.73,4.42
41029155,Rental unit in Amsterdam,2015-01-21,"Amsterdam, Netherlands",f,t,Entire rental unit,220.0,5.0,5.0,4.78,5.0,5.0,4.67,4.67
41041960,Home in Amsterdam,2017-11-22,"Amsterdam, Netherlands",f,t,Entire home,200.0,4.14,4.29,3.71,4.57,4.43,4.14,4.14
41074014,Condo in Amsterdam,2014-05-25,"Amsterdam, Netherlands",t,t,Private room in condo,195.0,4.79,4.87,4.93,4.8,4.8,4.94,4.64
41139493,Condo in Amsterdam,2014-05-25,"Amsterdam, Netherlands",t,t,Private room in condo,182.0,4.82,4.83,4.93,4.85,4.84,4.93,4.58
41141392,Rental unit in Amsterdam,2015-11-07,"Amsterdam, Netherlands",f,t,Entire rental unit,217.0,5.0,5.0,4.85,4.92,5.0,4.54,4.92
41151206,Rental unit in Amsterdam,2014-04-06,"Amsterdam, Netherlands",f,t,Entire rental unit,450.0,5.0,5.0,4.77,5.0,4.92,5.0,4.92
41168738,Rental unit in Amsterdam,2013-09-24,"Amsterdam, Netherlands",f,t,Entire rental unit,245.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
41186155,Townhouse in Amsterdam,2017-01-31,"Amsterdam, Netherlands",f,t,Entire townhouse,250.0,4.91,4.91,4.91,5.0,5.0,4.91,4.73
41186307,Loft in Amsterdam,2012-11-28,"Amsterdam, Netherlands",f,t,Private room in loft,60.0,5.0,4.8,4.6,4.8,5.0,4.8,4.6
41204537,Rental unit in Amsterdam,2019-06-12,"Amsterdam, Netherlands",f,t,Entire rental unit,365.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0
41236669,Rental unit in Amsterdam,2015-06-01,"Amsterdam, Netherlands",t,t,Entire rental unit,400.0,4.95,4.95,5.0,4.95,5.0,4.95,4.82
41248598,Townhouse in Amsterdam,2016-02-01,"Amsterdam, Netherlands",f,t,Entire townhouse,259.0,5.0,4.67,4.75,4.83,4.83,4.83,4.67
41254660,Townhouse in Amsterdam,2014-01-26,"Amsterdam, Netherlands",f,t,Entire townhouse,275.0,5.0,4.8,4.0,4.8,5.0,4.8,4.4
41260917,Rental unit in Amsterdam,2016-05-14,"Amsterdam, Netherlands",f,t,Entire rental unit,85.0,4.95,4.95,4.79,4.89,4.95,4.79,4.84
41283335,Villa in Amsterdam,2016-02-18,"Amsterdam, Netherlands",f,t,Entire villa,600.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
41284919,Rental unit in Amsterdam,2014-07-08,"Amsterdam, Netherlands",f,t,Entire rental unit,170.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0
41290269,Rental unit in Amsterdam,2012-04-02,"Amsterdam, Netherlands",f,t,Private room in rental unit,110.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
41316602,Rental unit in Amsterdam,2014-01-25,"Amsterdam, Netherlands",f,t,Entire rental unit,195.0,4.75,5.0,4.0,5.0,5.0,5.0,4.25
41319141,Houseboat in Amsterdam,2016-10-19,"Amsterdam, Netherlands",f,t,Private room in houseboat,109.0,5.0,5.0,4.89,5.0,5.0,5.0,4.78
41329384,Condo in Amsterdam,2012-08-22,"Amsterdam, Netherlands",f,t,Entire condo,311.0,5.0,4.83,4.83,5.0,5.0,5.0,4.67
41331299,Rental unit in Amsterdam,2014-05-04,"Amsterdam, Netherlands",t,t,Entire rental unit,225.0,5.0,4.95,4.95,5.0,5.0,5.0,4.79
41333684,Rental unit in Amsterdam,2012-12-19,"Amsterdam, Netherlands",f,t,Entire rental unit,138.0,4.67,5.0,5.0,5.0,5.0,5.0,4.67
41334300,Rental unit in Amsterdam,2014-10-09,"Amsterdam, Netherlands",f,t,Entire rental unit,480.0,4.92,4.96,4.88,4.96,5.0,4.96,4.67
41336570,Hostel in Amsterdam,2019-01-17,"Amsterdam, Netherlands",f,t,Private room in hostel,243.0,,,,,,,
41339519,Hostel in Amsterdam,2019-01-17,"Amsterdam, Netherlands",f,t,Shared room in hostel,77.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
41347037,Rental unit in Amsterdam,2019-05-14,"Amsterdam, Netherlands",f,t,Entire rental unit,323.0,,,,,,,
41363443,Rental unit in Amsterdam,2015-12-20,"Amsterdam, Netherlands",t,t,Entire rental unit,507.0,4.96,4.98,5.0,4.99,4.97,4.95,4.88
41365349,Rental unit in Amsterdam,2012-06-26,"Amsterdam, Netherlands",f,t,Entire rental unit,110.0,4.81,4.71,4.67,5.0,4.76,4.57,4.67
41389444,Rental unit in Amsterdam,2013-04-12,"Amsterdam, Netherlands",f,t,Entire rental unit,190.0,4.75,4.75,5.0,5.0,5.0,4.75,4.75
41389614,Rental unit in Amsterdam,2016-01-17,"Amsterdam, Netherlands",f,t,Entire rental unit,204.0,,,,,,,
41394232,Rental unit in Amsterdam,2013-06-17,"Amsterdam, Netherlands",f,f,Entire rental unit,100.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
41397276,Condo in Amsterdam,2014-09-07,"Amsterdam, Netherlands",f,t,Private room in condo,150.0,5.0,5.0,5.0,5.0,5.0,4.8,4.8
41429138,Rental unit in Amsterdam,2015-04-14,"Amsterdam, Netherlands",f,t,Entire rental unit,200.0,5.0,5.0,5.0,4.67,5.0,5.0,5.0
41466832,Home in Amsterdam,2020-01-05,"Amsterdam, Netherlands",f,t,Entire home,150.0,4.58,4.47,4.26,4.89,4.74,4.37,4.47
41468606,Houseboat in Amsterdam,2020-01-11,"Amsterdam, Netherlands",f,f,Houseboat,350.0,,,,,,,
41502356,Rental unit in Amsterdam,2013-07-14,"Amsterdam, Netherlands",f,t,Entire rental unit,125.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
41515131,Bed and breakfast in Amsterdam,2017-07-13,"Amsterdam, Netherlands",f,t,Private room in bed and breakfast,117.0,4.57,4.71,4.54,4.75,4.54,4.82,4.32
41551571,Houseboat in Amsterdam,2014-03-09,"Amsterdam, Netherlands",f,t,Private room in houseboat,145.0,4.5,4.67,4.11,4.63,4.36,4.89,4.41
41603312,Serviced apartment in Amsterdam,2018-07-20,"Amsterdam, Netherlands",t,t,Entire serviced apartment,154.0,4.57,4.64,4.57,4.36,4.64,4.21,4.07
41603564,Serviced apartment in Amsterdam,2018-07-20,"Amsterdam, Netherlands",t,t,Entire serviced apartment,201.0,4.68,4.77,4.87,4.7,4.89,4.79,4.32
41619821,Condo in Amsterdam,2013-07-19,"Amsterdam, Netherlands",f,t,Entire condo,275.0,5.0,5.0,5.0,4.75,5.0,4.75,4.75
41709087,Hostel in Amsterdam,2019-01-17,"Amsterdam, Netherlands",f,t,Shared room in hostel,72.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
41710225,Hostel in Amsterdam,2019-01-17,"Amsterdam, Netherlands",f,t,Private room in hostel,231.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0
