id,name,host_since,host_location,host_is_superhost,host_identity_verified,property_type,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
10104614,Rental unit in Amsterdam,2012-09-26,"Amsterdam, Netherlands",f,t,Entire rental unit,225.0,4.85,4.88,4.78,4.9,4.88,4.85,4.7
10114567,Townhouse in Amsterdam,2013-05-15,"Amsterdam, Netherlands",f,t,Entire townhouse,195.0,4.96,4.95,4.91,4.95,4.91,4.68,4.91
10121407,Townhouse in Amsterdam,2013-06-24,"Amsterdam, Netherlands",f,t,Entire townhouse,250.0,5.0,4.85,4.62,4.62,4.92,4.69,4.54
10122850,Rental unit in Amsterdam,2015-12-21,"Amsterdam, Netherlands",t,t,Entire rental unit,235.0,4.83,4.68,4.84,4.84,4.88,4.58,4.49
10136640,Rental unit in Amsterdam,2015-12-22,"Amsterdam, Netherlands",f,t,Entire rental unit,250.0,4.91,4.82,4.73,5.0,4.91,4.91,4.64
10145992,Hotel in Amsterdam,2013-11-17,"Amsterdam, Netherlands",f,t,Room in hotel,120.0,4.67,4.67,4.67,4.67,4.67,3.33,4.0
10174484,Condo in Amsterdam,2014-06-10,"Amsterdam, Netherlands",f,t,Entire condo,217.0,5.0,5.0,4.67,5.0,5.0,4.83,4.5
10190247,Rental unit in Amsterdam,2015-12-26,"Amsterdam, Netherlands",f,t,Entire rental unit,299.0,4.78,4.82,4.51,4.88,4.97,4.76,4.66
10198226,Rental unit in Amsterdam,2015-07-04,"Amsterdam, Netherlands",f,t,Private room in rental unit,170.0,4.31,4.42,4.2,4.35,4.35,4.82,4.07
10204197,Rental unit in Amsterdam,2015-12-27,"Amsterdam, Netherlands",f,t,Entire rental unit,149.0,4.79,4.86,4.83,4.93,5.0,4.45,4.38
10259094,Guest suite in Amsterdam,2013-09-09,"Amsterdam, Netherlands",f,t,Private room in guest suite,104.0,4.87,4.92,4.9,4.96,4.99,4.97,4.78
10287267,Loft in Amsterdam,2013-11-20,"Amsterdam, Netherlands",f,t,Private room in loft,143.0,4.51,4.49,4.79,4.44,4.6,4.91,4.24
10290215,Rental unit in Amsterdam,2015-11-25,"Amsterdam, Netherlands",f,t,Entire rental unit,149.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0
10304861,Rental unit in Amsterdam,2015-07-08,"Amsterdam, Netherlands",f,t,Entire rental unit,110.0,4.92,4.89,4.78,4.97,4.97,4.92,4.89
10334240,Rental unit in Amsterdam,2016-01-03,"Amsterdam, Netherlands",f,t,Entire rental unit,100.0,4.81,4.86,4.67,4.81,4.81,4.76,4.62
10360276,Rental unit in Amsterdam,2016-01-04,"Amsterdam, Netherlands",f,t,Private room in rental unit,85.0,4.69,4.83,4.73,4.86,4.73,4.56,4.67
10361515,Condo in Amsterdam,2015-06-05,"Amsterdam, Netherlands",f,t,Entire condo,276.0,4.77,4.64,4.64,4.73,4.91,4.68,4.5
10366937,Rental unit in Amsterdam,2014-01-02,"Amsterdam, Netherlands",t,t,Entire rental unit,500.0,4.78,4.85,4.67,4.88,4.9,4.96,4.62
10372624,Condo in Amsterdam,2016-01-04,"Amsterdam, Netherlands",t,t,Entire condo,425.0,4.91,4.91,4.91,4.91,5.0,4.64,4.73
10379281,Houseboat in Amsterdam,2015-04-07,"Amsterdam, Netherlands",f,t,Houseboat,269.0,4.91,4.89,4.97,4.91,4.94,4.6,4.66
10400021,Rental unit in Amsterdam,2013-12-27,"Amsterdam, Netherlands",f,t,Entire rental unit,246.0,4.82,4.94,4.91,4.94,4.94,4.85,4.71
10432232,Condo in Amsterdam,2016-01-07,"Amsterdam, Netherlands",t,t,Private room in condo,92.0,4.98,4.97,4.99,4.98,4.99,4.81,4.93
10441222,Guest suite in Amsterdam,2016-01-07,"Amsterdam, Netherlands",t,t,Private room in guest suite,200.0,4.44,4.52,4.54,4.57,4.65,4.79,4.33
10443563,Rental unit in Amsterdam,2015-07-25,"Amsterdam, Netherlands",t,t,Entire rental unit,300.0,4.91,4.96,4.98,4.98,4.91,4.83,4.72
10483201,Condo in Amsterdam,2015-07-23,"Amsterdam, Netherlands",f,t,Entire condo,250.0,4.98,4.91,4.98,4.95,5.0,4.8,4.89
10500911,Rental unit in Amsterdam,2016-01-08,"Amsterdam, Netherlands",f,t,Private room in rental unit,150.0,4.61,4.72,4.82,4.81,4.83,4.43,4.34
10510906,Rental unit in Amsterdam,2016-01-11,"Amsterdam, Netherlands",f,t,Entire rental unit,149.0,4.88,4.88,4.82,4.76,4.82,4.94,4.88
10512492,Rental unit in Amsterdam,2016-01-10,"Amsterdam, Netherlands",f,t,Private room in rental unit,164.0,4.62,4.7,4.78,4.79,4.76,4.93,4.43
10534679,Guest suite in Amsterdam,2013-10-03,"Amsterdam, Netherlands",f,t,Private room in guest suite,80.0,4.89,4.89,4.89,4.94,4.89,4.67,4.61
10538208,Rental unit in Amsterdam,2016-01-10,"Amsterdam, Netherlands",f,t,Private room in rental unit,141.0,4.55,4.72,4.67,4.78,4.75,4.84,4.52
10582203,Townhouse in Amsterdam,2013-10-09,"Amsterdam, Netherlands",f,t,Entire townhouse,749.0,4.85,4.85,4.81,4.92,4.96,4.77,4.81
10584731,Rental unit in Amsterdam,2014-11-01,"Amsterdam, Netherlands",t,t,Entire rental unit,150.0,4.91,4.91,4.81,4.94,4.98,4.96,4.74
10593371,Boat in Amsterdam,2016-01-14,"Amsterdam, Netherlands",f,t,Boat,148.0,4.97,4.97,4.94,5.0,4.99,4.98,4.84
10700796,Bed and breakfast in Amsterdam,2016-01-19,"Amsterdam, Netherlands",f,t,Private room in bed and breakfast,182.0,4.97,5.0,5.0,5.0,4.99,4.84,4.8
10713194,Condo in Amsterdam,2015-10-20,"Amsterdam, Netherlands",f,t,Entire condo,250.0,4.9,4.81,4.87,4.94,5.0,4.48,4.68
10717483,Condo in Amsterdam,2014-06-03,"Amsterdam, Netherlands",f,t,Entire condo,95.0,4.83,4.83,4.5,5.0,5.0,4.25,4.75
10799221,Rental unit in Amsterdam,2014-04-03,"Amsterdam, Netherlands",f,t,Entire rental unit,140.0,5.0,5.0,4.71,4.71,5.0,4.86,4.43
10800247,Loft in Amsterdam,2016-01-24,"Amsterdam, Netherlands",f,f,Entire loft,168.0,4.94,4.89,4.83,4.83,4.78,4.88,4.65
10809128,Rental unit in Amsterdam,2012-10-08,"Amsterdam, Netherlands",f,t,Entire rental unit,178.0,5.0,5.0,4.83,5.0,5.0,4.5,4.67
10823505,Home in Amsterdam,2016-01-25,"Amsterdam, Netherlands",f,t,Entire home,150.0,4.71,4.81,3.96,4.89,4.89,4.63,4.78
10824845,Rental unit in Amsterdam,2013-08-14,"Amsterdam, Netherlands",f,t,Entire rental unit,90.0,4.69,4.83,4.53,4.91,4.89,4.83,4.6
10917343,Condo in Amsterdam,2014-03-23,"Amsterdam, Netherlands",f,t,Entire condo,98.0,4.88,4.97,4.87,4.97,4.96,4.71,4.74
10936878,Rental unit in Amsterdam,2012-11-12,"Amsterdam, Netherlands",f,t,Entire rental unit,179.0,5.0,4.83,5.0,5.0,4.83,4.83,4.83
10944855,Loft in Amsterdam,2014-05-02,"Amsterdam, Netherlands",f,t,Entire loft,175.0,4.94,4.94,4.91,4.97,5.0,4.91,4.71
10952396,Rental unit in Amsterdam,2015-06-28,"Amsterdam, Netherlands",f,t,Entire rental unit,143.0,4.56,4.75,4.79,4.57,4.92,4.57,4.35
11000373,Home in Amsterdam,2016-02-01,"Amsterdam, Netherlands",f,t,Entire home,325.0,4.93,5.0,5.0,5.0,4.8,4.5,4.79
11033260,Loft in Amsterdam,2012-12-28,"Amsterdam, Netherlands",t,t,Private room in loft,225.0,4.82,4.83,4.88,4.93,4.93,4.83,4.63
11054922,Place to stay in Amsterdam,2014-05-23,"Amsterdam, Netherlands",f,t,Entire place,299.0,4.86,4.95,4.62,5.0,5.0,5.0,4.57
11084718,Rental unit in Amsterdam,2016-01-20,"Amsterdam, Netherlands",f,f,Entire rental unit,100.0,4.62,4.69,4.62,4.69,4.62,4.92,4.38
11097614,Rental unit in Amsterdam,2016-02-04,"Amsterdam, Netherlands",t,t,Entire rental unit,443.0,4.94,4.91,4.89,4.94,4.98,4.98,4.76
11098408,Rental unit in Amsterdam,2012-08-30,"Amsterdam, Netherlands",f,t,Private room in rental unit,59.0,4.94,4.88,4.71,4.94,5.0,4.47,4.59
11108642,Home in Amsterdam,2013-10-30,"Amsterdam, Netherlands",f,t,Private room in home,240.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8
11113843,Rental unit in Amsterdam,2016-02-07,"Amsterdam, Netherlands",f,t,Entire rental unit,99.0,4.96,4.96,4.88,4.96,5.0,4.8,4.75
11153791,Rental unit in Amsterdam,2016-02-09,"Amsterdam, Netherlands",f,t,Entire rental unit,238.0,4.6,4.6,4.4,4.93,4.93,4.93,4.2
11161348,Rental unit in Amsterdam,2014-04-12,"Amsterdam, Netherlands",t,t,Private room in rental unit,190.0,4.89,4.89,4.95,4.95,4.97,4.98,4.73
11161861,Rental unit in Amsterdam,2014-04-12,"Amsterdam, Netherlands",t,t,Private room in rental unit,137.0,4.84,4.88,4.92,4.96,4.96,4.94,4.69
11175840,Home in Amsterdam,2013-03-01,"Amsterdam, Netherlands",f,t,Entire home,135.0,4.97,4.97,4.88,4.94,5.0,4.78,4.78
11178448,Bed and breakfast in Amsterdam,2016-01-19,"Amsterdam, Netherlands",f,t,Private room in bed and breakfast,182.0,4.97,4.96,5.0,4.96,5.0,4.9,4.79
11183366,Home in Amsterdam,2013-11-18,"Amsterdam, Netherlands",f,t,Entire home,449.0,4.82,4.86,4.86,4.96,4.75,4.86,4.75
11204982,Condo in Amsterdam,2016-02-11,"Amsterdam, Netherlands",f,t,Entire condo,200.0,4.97,4.93,4.99,4.99,5.0,4.92,4.85
11217131,Rental unit in Amsterdam,2010-08-09,"Amsterdam, Netherlands",f,t,Entire rental unit,280.0,5.0,4.92,4.96,4.92,4.96,4.96,4.67
11238650,Rental unit in Amsterdam,2014-08-22,"Amsterdam, Netherlands",f,t,Entire rental unit,250.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
11239298,Rental unit in Amsterdam,2016-02-09,"Amsterdam, Netherlands",t,t,Entire rental unit,148.0,4.81,4.9,4.92,4.93,4.94,4.89,4.69
11247862,Townhouse in Amsterdam,2015-07-01,"Amsterdam, Netherlands",f,t,Entire townhouse,320.0,4.92,5.0,4.77,4.85,5.0,5.0,4.85
11252596,Serviced apartment in Amsterdam,2016-02-14,"Amsterdam, Netherlands",t,t,Private room in serviced apartment,146.0,4.79,4.83,4.77,4.91,4.93,4.56,4.68
11264941,Rental unit in Amsterdam,2014-03-31,"Amsterdam, Netherlands",f,t,Entire rental unit,225.0,4.87,4.9,4.8,4.97,4.97,4.5,4.5
11265870,Boat in Amsterdam,2016-02-15,"Amsterdam, Netherlands",t,t,Private room in boat,114.0,4.97,4.96,4.98,4.98,4.97,4.9,4.83
11267148,Rental unit in Amsterdam,2016-02-15,"Amsterdam, Netherlands",f,t,Entire rental unit,130.0,4.96,4.96,4.89,4.96,5.0,4.89,4.78
11269761,Rental unit in Amsterdam,2012-08-23,"Amsterdam, Netherlands",f,t,Entire rental unit,340.0,4.89,4.94,4.72,4.89,4.83,4.94,4.78
11317473,Rental unit in Amsterdam,2016-02-15,"Amsterdam, Netherlands",f,t,Entire rental unit,325.0,4.88,4.9,4.86,4.86,4.96,4.74,4.7
11347669,Rental unit in Amsterdam,2016-01-02,"Amsterdam, Netherlands",t,t,Private room in rental unit,95.0,4.93,4.93,4.91,5.0,4.99,4.78,4.74
11358343,Home in Amsterdam,2015-10-27,"Amsterdam, Netherlands",f,t,Entire home,125.0,4.86,4.86,4.86,4.8,4.9,4.56,4.68
11382530,Villa in Amsterdam,2012-03-13,"Amsterdam, Netherlands",f,t,Entire villa,195.0,4.7,4.8,4.9,4.1,4.4,4.8,4.3
11386080,Rental unit in Amsterdam,2014-01-17,"Amsterdam, Netherlands",f,t,Entire rental unit,79.0,5.0,5.0,4.97,5.0,5.0,4.75,4.75
11404636,Rental unit in Amsterdam,2015-10-09,"Amsterdam, Netherlands",f,t,Entire rental unit,150.0,4.89,4.94,4.75,4.98,4.94,4.73,4.85
11426523,Rental unit in Amsterdam,2013-07-19,"Amsterdam, Netherlands",f,f,Entire rental unit,200.0,4.82,4.87,4.72,4.92,4.9,4.72,4.51
11430214,Rental unit in Amsterdam,2016-02-23,"Amsterdam, Netherlands",f,t,Entire rental unit,299.0,4.96,4.94,4.96,4.96,5.0,4.96,4.76
11454092,Rental unit in Amsterdam,2016-02-24,"Amsterdam, Netherlands",f,f,Entire rental unit,130.0,4.74,4.89,4.77,4.73,4.96,4.92,4.62
11460770,Townhouse in Amsterdam,2014-05-19,"Amsterdam, Netherlands",f,t,Private room in townhouse,83.0,4.71,4.74,4.38,4.87,4.81,4.49,4.42
11517922,Rental unit in Amsterdam,2014-06-01,"Amsterdam, Netherlands",f,t,Entire rental unit,254.0,4.83,4.83,4.44,4.78,4.94,4.89,4.56
11524594,Rental unit in Amsterdam,2013-09-14,"Amsterdam, Netherlands",f,t,Entire rental unit,120.0,4.85,4.8,4.95,4.95,4.95,4.75,4.7
11559431,Guest suite in Amsterdam,2014-01-27,"Amsterdam, Netherlands",t,t,Private room in guest suite,161.0,4.91,4.89,4.76,4.95,4.95,4.96,4.81
11562257,Rental unit in Amsterdam,2016-03-01,"Amsterdam, Netherlands",f,t,Entire rental unit,200.0,4.59,4.66,4.48,4.79,4.97,4.76,4.31
11578176,Houseboat in Amsterdam,2012-06-03,"Amsterdam, Netherlands",t,t,Houseboat,700.0,4.79,4.71,4.83,4.92,4.92,4.79,4.67
11581438,Bed and breakfast in Amsterdam,2011-07-23,"Amsterdam, Netherlands",t,t,Room in bed and breakfast,171.0,4.82,4.87,4.84,4.93,4.91,4.77,4.64
11597319,Rental unit in Amsterdam,2016-03-02,"Amsterdam, Netherlands",f,f,Entire rental unit,149.0,5.0,4.93,5.0,4.87,4.93,5.0,4.6
11604860,Townhouse in Amsterdam,2016-03-03,"Amsterdam, Netherlands",f,t,Entire townhouse,335.0,4.95,4.95,4.81,4.98,4.98,5.0,4.76
11609099,Rental unit in Amsterdam,2016-03-03,"Amsterdam, Netherlands",f,t,Private room in rental unit,94.0,4.84,4.86,4.81,4.8,4.9,4.9,4.75
11616153,Home in Amsterdam,2016-03-04,"Amsterdam, Netherlands",f,t,Entire home,389.0,5.0,4.86,5.0,5.0,4.86,4.86,4.71
11620756,Rental unit in Amsterdam,2016-03-04,"Amsterdam, Netherlands",t,t,Private room in rental unit,86.0,4.89,4.88,4.96,4.92,4.95,4.69,4.68
11645006,Rental unit in Amsterdam,2016-03-06,"Amsterdam, Netherlands",f,f,Entire rental unit,175.0,5.0,4.91,5.0,5.0,5.0,5.0,4.91
11649293,Home in Amsterdam,2014-05-03,"Amsterdam, Netherlands",f,t,Entire home,180.0,4.95,4.95,4.75,4.85,4.9,4.9,4.85
11650024,Condo in Amsterdam,2016-03-06,"Amsterdam, Netherlands",t,t,Private room in condo,148.0,4.97,4.97,4.96,4.99,5.0,4.9,4.86
11673293,Rental unit in Amsterdam,2016-01-29,"Amsterdam, Netherlands",f,t,Entire rental unit,395.0,4.86,4.95,4.9,5.0,4.95,4.64,4.57
11689351,Rental unit in Amsterdam,2016-03-08,"Amsterdam, Netherlands",f,f,Entire rental unit,150.0,4.67,4.81,4.5,4.94,4.92,4.96,4.44
11694315,Rental unit in Amsterdam,2016-01-02,"Amsterdam, Netherlands",f,t,Entire rental unit,350.0,4.94,4.81,4.5,4.75,4.88,4.94,4.75
11697661,Rental unit in Amsterdam,2013-12-22,"Amsterdam, Netherlands",f,t,Entire rental unit,260.0,5.0,4.97,4.86,4.97,5.0,4.92,4.92
11708784,Condo in Amsterdam,2013-09-20,"Amsterdam, Netherlands",f,t,Entire condo,332.0,4.94,5.0,4.94,4.94,4.94,4.96,4.87
11711052,Home in Amsterdam,2016-03-09,"Amsterdam, Netherlands",f,t,Entire home,329.0,4.84,4.89,4.79,4.68,4.79,4.84,4.63
11747373,Guest suite in Amsterdam,2015-09-14,"Amsterdam, Netherlands",f,f,Entire guest suite,187.0,4.34,4.58,4.24,4.65,4.73,4.82,4.25
11764965,Rental unit in Amsterdam,2014-03-21,"Amsterdam, Netherlands",f,t,Entire rental unit,80.0,5.0,5.0,4.67,5.0,5.0,5.0,4.67
11790061,Condo in Amsterdam,2016-03-13,"Amsterdam, Netherlands",f,t,Entire condo,329.0,4.84,4.86,4.86,4.83,4.95,4.63,4.56
11822995,Rental unit in Amsterdam,2016-03-14,"Amsterdam, Netherlands",f,t,Entire rental unit,95.0,4.81,4.88,4.72,4.88,4.95,4.62,4.69
11843850,Rental unit in Amsterdam,2013-10-16,"Amsterdam, Netherlands",t,t,Entire rental unit,295.0,4.93,4.92,4.98,4.98,4.99,4.92,4.77
11846023,Rental unit in Amsterdam,2013-10-16,"Amsterdam, Netherlands",t,t,Entire rental unit,295.0,4.91,4.95,4.96,4.98,5.0,4.85,4.79
11855399,Rental unit in Amsterdam,2014-01-18,"Amsterdam, Netherlands",f,t,Entire rental unit,315.0,4.52,4.82,4.12,4.82,4.97,4.33,4.48
11857316,Rental unit in Amsterdam,2013-05-02,"Amsterdam, Netherlands",t,t,Entire rental unit,136.0,4.92,4.93,4.88,4.94,4.93,4.95,4.72
11858660,Rental unit in Amsterdam,2016-03-16,"Amsterdam, Netherlands",f,t,Entire rental unit,139.0,4.93,4.9,4.7,4.97,5.0,4.79,4.74
11859556,Guesthouse in Amsterdam,2011-07-26,"Amsterdam, Netherlands",f,t,Private room in guesthouse,85.0,4.62,4.8,4.63,4.92,4.93,4.95,4.57
11867547,Rental unit in Amsterdam,2014-04-09,"Amsterdam, Netherlands",f,t,Entire rental unit,90.0,4.89,5.0,4.89,5.0,5.0,4.89,5.0
11882378,Rental unit in Amsterdam,2015-12-09,"Amsterdam, Netherlands",f,t,Entire rental unit,160.0,4.94,4.92,4.96,4.98,5.0,4.71,4.73
11903464,Rental unit in Amsterdam,2016-03-13,"Amsterdam, Netherlands",f,t,Entire rental unit,250.0,4.89,4.87,4.87,4.8,4.87,4.91,4.73
11933006,Home in Amsterdam,2012-12-14,"Amsterdam, Netherlands",f,t,Entire home,95.0,5.0,4.94,5.0,5.0,4.94,4.75,4.81
11942440,Rental unit in Amsterdam,2013-07-19,"Amsterdam, Netherlands",f,t,Entire rental unit,190.0,5.0,4.92,4.88,4.96,4.92,4.73,4.77
11946705,Loft in Amsterdam,2014-08-10,"Amsterdam, Netherlands",f,t,Entire loft,400.0,4.95,4.95,4.91,4.95,5.0,4.77,4.73
11952977,Rental unit in Amsterdam,2011-10-25,"Amsterdam, Netherlands",f,t,Entire rental unit,300.0,4.8,4.77,4.8,4.93,4.86,4.91,4.66
11962960,Rental unit in Amsterdam,2012-05-11,"Amsterdam, Netherlands",f,t,Entire rental unit,159.0,4.82,4.96,4.75,4.93,4.93,4.46,4.64
12006505,Rental unit in Amsterdam,2015-05-10,"Amsterdam, Netherlands",f,t,Entire rental unit,127.0,4.85,4.92,4.69,4.92,5.0,4.92,4.58
12015141,Loft in Amsterdam,2013-10-27,"Amsterdam, Netherlands",t,t,Private room in loft,175.0,4.87,4.84,4.92,4.87,4.89,4.79,4.45
12039992,Rental unit in Amsterdam,2014-01-26,"Amsterdam, Netherlands",f,t,Entire rental unit,500.0,4.86,4.89,4.94,5.0,4.94,4.92,4.86
12051114,Condo in Amsterdam,2010-09-21,"Amsterdam, Netherlands",f,t,Entire condo,420.0,4.75,4.85,5.0,4.95,4.95,5.0,4.6
12058561,Townhouse in Amsterdam,2012-07-19,"Amsterdam, Netherlands",t,t,Private room in townhouse,99.0,4.74,4.86,4.85,4.84,4.9,4.94,4.64
12059101,Rental unit in Amsterdam,2016-03-27,"Amsterdam, Netherlands",t,t,Private room in rental unit,89.0,4.81,4.84,4.84,4.95,4.93,4.88,4.69
12065591,Bed and breakfast in Amsterdam,2016-03-27,"Amsterdam, Netherlands",t,t,Private room in bed and breakfast,169.0,4.81,4.81,4.76,4.95,4.9,4.94,4.71
12079751,Rental unit in Amsterdam,2016-03-27,"Amsterdam, Netherlands",f,t,Entire rental unit,219.0,4.56,4.61,4.51,4.82,4.87,4.48,4.13
12082536,Rental unit in Amsterdam,2016-03-28,"Amsterdam, Netherlands",f,t,Entire rental unit,85.0,4.63,4.8,4.39,4.8,4.83,4.54,4.56
12104462,Rental unit in Amsterdam,2015-02-11,"Amsterdam, Netherlands",f,t,Entire rental unit,90.0,4.7,4.73,4.58,4.81,4.73,4.59,4.5
12106511,Condo in Amsterdam,2016-03-15,"Amsterdam, Netherlands",t,t,Entire condo,69.0,4.78,4.9,4.43,4.85,4.95,4.76,4.65
12117800,Rental unit in Amsterdam,2013-05-23,"Amsterdam, Netherlands",f,t,Entire rental unit,75.0,4.88,5.0,4.63,4.57,4.86,4.57,4.29
12118597,Condo in Amsterdam,2016-03-30,"Amsterdam, Netherlands",f,f,Entire condo,83.0,4.81,4.84,4.84,4.86,4.83,4.48,4.71
12130964,Loft in Amsterdam,2013-05-01,"Amsterdam, Netherlands",f,t,Entire loft,225.0,5.0,5.0,5.0,5.0,5.0,4.84,4.96
12139525,Condo in Amsterdam,2013-01-10,"Amsterdam, Netherlands",f,t,Entire condo,539.0,4.82,4.91,4.82,4.94,4.88,4.85,4.62
12141525,Home in Amsterdam,2012-08-22,"Amsterdam, Netherlands",f,t,Private room in home,97.0,4.8,4.87,4.77,4.84,4.88,4.27,4.63
12143783,Condo in Amsterdam,2015-08-07,"Amsterdam, Netherlands",f,t,Entire condo,180.0,4.69,4.82,4.71,4.73,4.71,4.6,4.38
12145656,Houseboat in Amsterdam,2016-03-31,"Amsterdam, Netherlands",f,t,Private room in houseboat,92.0,4.9,4.9,4.92,4.93,4.92,4.74,4.69
12164521,Rental unit in Amsterdam,2016-04-01,"Amsterdam, Netherlands",f,t,Entire rental unit,195.0,4.84,4.8,4.92,4.8,4.88,4.92,4.8
12205686,Rental unit in Amsterdam,2014-03-01,"Amsterdam, Netherlands",t,t,Entire rental unit,125.0,4.87,4.84,4.95,4.88,4.87,4.66,4.61
12213244,Rental unit in Amsterdam,2013-08-28,"Amsterdam, Netherlands",f,t,Entire rental unit,210.0,4.96,4.98,4.96,4.98,5.0,4.88,4.75
12215990,Rental unit in Amsterdam,2013-04-03,"Amsterdam, Netherlands",f,t,Entire rental unit,145.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
12216213,Boat in Amsterdam,2013-06-14,"Amsterdam, Netherlands",t,t,Private room in boat,130.0,4.9,4.89,4.81,4.93,4.92,4.93,4.74
12221842,Rental unit in Amsterdam,2015-08-12,"Amsterdam, Netherlands",f,t,Entire rental unit,179.0,4.84,4.89,4.73,4.92,4.94,4.64,4.72
12227324,Rental unit in Amsterdam,2014-07-23,"Amsterdam, Netherlands",f,t,Entire rental unit,135.0,4.82,4.76,4.65,4.76,4.76,4.59,4.65
12251301,Rental unit in Amsterdam,2016-02-16,"Amsterdam, Netherlands",f,t,Entire rental unit,126.0,4.9,4.9,4.96,4.92,4.92,4.58,4.7
12251311,Home in Amsterdam,2010-11-10,"Amsterdam, Netherlands",t,t,Entire home,232.0,4.83,4.92,4.94,4.88,4.92,4.47,4.75
12297515,Rental unit in Amsterdam,2016-03-31,"Amsterdam, Netherlands",f,t,Entire rental unit,128.0,4.5,4.5,4.59,4.39,4.89,4.78,4.59
12314549,Rental unit in Amsterdam,2015-02-20,"Amsterdam, Netherlands",f,t,Entire rental unit,300.0,4.88,4.82,4.88,5.0,5.0,5.0,4.73
12319764,Home in Amsterdam,2016-03-22,"Amsterdam, Netherlands",f,t,Entire home,236.0,4.95,4.89,4.94,4.94,4.94,4.89,4.68
12347938,Townhouse in Amsterdam,2012-03-18,"Amsterdam, Netherlands",f,t,Entire townhouse,125.0,4.6,4.93,4.6,4.93,5.0,4.8,4.53
12351923,Rental unit in Amsterdam,2015-05-09,"Amsterdam, Netherlands",f,t,Entire rental unit,311.0,4.87,4.86,4.8,4.96,4.94,4.87,4.77
12363912,Condo in Amsterdam,2015-07-19,"Amsterdam, Netherlands",f,t,Entire condo,275.0,4.75,4.8,4.65,4.9,4.95,4.5,4.75
12371557,Loft in Amsterdam,2014-05-12,"Amsterdam, Netherlands",f,t,Entire loft,126.0,4.93,4.86,4.93,4.89,4.97,4.68,4.46
12373532,Aparthotel in Amsterdam,2015-04-09,"Amsterdam, Netherlands",t,f,Room in aparthotel,199.0,,,,,,,
12384368,Rental unit in Amsterdam,2015-11-20,"Amsterdam, Netherlands",f,t,Entire rental unit,163.0,4.8,4.85,4.85,4.95,5.0,4.9,4.65
12405923,Rental unit in Amsterdam,2014-03-03,"Amsterdam, Netherlands",f,t,Entire rental unit,220.0,4.8,5.0,4.8,5.0,5.0,4.8,4.8
12471328,Condo in Amsterdam,2016-04-16,"Amsterdam, Netherlands",f,t,Entire condo,220.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0
12479300,Rental unit in Amsterdam,2016-04-17,"Amsterdam, Netherlands",t,t,Entire rental unit,380.0,4.83,4.89,4.8,4.97,5.0,4.19,4.58
12482445,Rental unit in Amsterdam,2011-09-13,"Amsterdam, Netherlands",f,t,Entire rental unit,78.0,5.0,5.0,5.0,4.92,5.0,4.92,4.92
12482590,Rental unit in Amsterdam,2013-04-01,"Amsterdam, Netherlands",f,t,Entire rental unit,112.0,4.95,4.95,4.82,4.97,4.97,4.95,4.76
12499692,Rental unit in Amsterdam,2016-04-18,"Amsterdam, Netherlands",f,t,Entire rental unit,70.0,4.38,4.56,4.5,4.8,4.69,4.8,4.53
12507039,Loft in Amsterdam,2016-04-18,"Amsterdam, Netherlands",f,t,Private room in loft,125.0,4.56,4.72,4.74,4.8,4.77,4.91,4.33
12510553,Rental unit in Amsterdam,2013-09-08,"Amsterdam, Netherlands",f,t,Entire rental unit,180.0,4.82,4.71,4.65,4.97,4.85,4.94,4.32
12514682,Rental unit in Amsterdam,2016-04-18,"Amsterdam, Netherlands",f,t,Entire rental unit,195.0,4.82,4.82,4.82,4.97,4.97,4.85,4.68
12550549,Guest suite in Amsterdam,2016-01-07,"Amsterdam, Netherlands",t,t,Private room in guest suite,180.0,4.63,4.72,4.74,4.52,4.76,4.91,4.47
12550957,Rental unit in Amsterdam,2015-07-19,"Amsterdam, Netherlands",f,t,Entire rental unit,429.0,4.82,4.91,4.55,4.82,4.91,5.0,4.64
12553513,Rental unit in Amsterdam,2016-04-20,"Amsterdam, Netherlands",f,t,Entire rental unit,289.0,4.73,4.77,4.36,4.77,4.77,4.82,4.64
12558413,Rental unit in Amsterdam,2015-06-13,"Amsterdam, Netherlands",f,t,Entire rental unit,125.0,4.78,4.86,4.73,4.78,4.95,4.83,4.64
12565315,Rental unit in Amsterdam,2015-12-16,"Amsterdam, Netherlands",f,t,Private room in rental unit,65.0,4.67,4.67,4.89,4.89,4.67,4.89,4.56
12577304,Rental unit in Amsterdam,2015-12-16,"Amsterdam, Netherlands",f,t,Entire rental unit,202.0,4.44,4.56,4.56,4.67,4.44,4.67,4.44
12596165,Loft in Amsterdam,2016-04-22,"Amsterdam, Netherlands",f,t,Entire loft,139.0,4.77,4.77,4.83,5.0,5.0,4.66,4.6
12596322,Home in Amsterdam,2016-04-22,"Amsterdam, Netherlands",f,t,Entire home,673.0,4.31,4.44,4.54,4.33,4.55,4.82,4.28
12597756,Rental unit in Amsterdam,2016-04-22,"Amsterdam, Netherlands",f,t,Entire rental unit,381.0,4.34,4.57,4.46,4.47,4.64,4.78,4.13
